" ","Medium human development","0.674","","..","","0.597","","0.562","","0.557","","0.550","","0.544","","0.533","","0.522","","0.514","","0.507","","0.501","","0.501",""
" ","Low human development","..","","..","","0.643","","0.625","","0.616","","0.614","","0.605","","0.606","","0.598","","0.594","","0.591","","0.590","","0.592",""
" ","Developing Countries","..","","0.555","","0.524","","0.501","","0.496","","0.491","","0.485","","0.480","","0.475","","0.472","","0.469","","0.466","","0.463",""
"","Regions","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","0.684","","0.662","","0.615","","0.577","","0.572","","0.562","","0.550","","0.547","","0.540","","0.535","","0.534","","0.531","","0.518",""
" ","East Asia and the Pacific","..","","0.376","","0.348","","0.331","","0.330","","0.327","","0.320","","0.318","","0.313","","0.312","","0.312","","0.310","","0.324",""
" ","Europe and Central Asia","0.488","","0.444","","0.381","","0.319","","0.311","","0.301","","0.296","","0.292","","0.290","","0.284","","0.279","","0.276","","0.256",""
" ","Latin America and the Caribbean","0.510","","0.486","","0.450","","0.429","","0.424","","0.417","","0.408","","0.402","","0.397","","0.393","","0.389","","0.383","","0.389",""
" ","South Asia","0.704","","..","","0.612","","0.572","","0.567","","0.562","","0.566","","0.546","","0.538","","0.529","","0.518","","0.515","","0.505",""
" ","Sub-Saharan Africa","..","","..","","0.619","","0.601","","0.593","","0.592","","0.584","","0.584","","0.579","","0.576","","0.573","","0.572","","0.570",""
" ","Least Developed Countries","..","","..","","0.622","","0.596","","0.589","","0.584","","0.579","","0.576","","0.567","","0.566","","0.563","","0.561","","0.559",""
" ","Small Island Developing States","..","","..","","..","","0.474","","0.472","","0.466","","0.465","","0.463","","0.459","","0.457","","0.456","","0.452","","0.458",""
" ","Organization for Economic Co-operation and Development","0.314","","0.291","","0.260","","0.234","","0.226","","0.220","","0.213","","0.207","","0.201","","0.195","","0.189","","0.182","","0.205",""
" ","World","0.547","","0.521","","0.493","","0.473","","0.467","","0.463","","0.457","","0.454","","0.449","","0.446","","0.442","","0.439","","0.436",""
"a: Uses 'Share of seats in parliament' that refers to 1997."
""
