country,country_code,nutslevel,nuts2,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote
France,FR,2,FRE1,Nord-Pas de Calais,EP,2004,OTHER,NA,NA,NA,37725,2799155,1156362,1114454
France,FR,2,FRE1,Nord-Pas de Calais,EP,2004,PCF,FRENCH COMMUNIST PARTY,PARTI COMMUNISTE FRANCAISE,1251,102173,2799155,1156362,1114454
France,FR,2,FRE1,Nord-Pas de Calais,EP,2004,PS,SOCIALIST PARTY,PARTI SOCIALISTE,1478,344153,2799155,1156362,1114454
France,FR,2,FRE1,Nord-Pas de Calais,EP,2004,RPF,NA,NA,NA,20048,2799155,1156362,1114454
France,FR,2,FRE1,Nord-Pas de Calais,EP,2004,UDF,UNION FOR FRENCH DEMOCRACY,UNION POUR LA DEMOCRATIE FRANCAISE,213,107357,2799155,1156362,1114454
France,FR,2,FRE1,Nord-Pas de Calais,EP,2004,UMP,UNION FOR A POPULAR MOVEMENT,UNION POUR UN MOUVEMENT POPULAIRE,1595,142559,2799155,1156362,1114454
France,FR,2,FRE1,Nord-Pas de Calais,EP,2004,VERTS,GREENS,LES VERTS,1108,76294,2799155,1156362,1114454
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,ALLIANCE ECOLOGISTE INDEPENDANTE,OTHER GREENS,DIVERS ECOLOGISTES,8657,36732,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,DLF,FRANCE ARISE,DEBOUT LA FRANCE,3207,24688,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,EUROPE ECOLOGIE,EUROPE ECOLOGY - THE GREENS,EUROPE ECOLOGIE - LES VERTS,5650,117643,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,FG,LEFT FRONT,FRONT DE GAUCHE,4363,88693,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,115350,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,LO,WORKERS' STRUGGLE,LUTTE OUVRIERE,617,24654,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,MODEM,DEMOCRATIC MOVEMENT,MOUVEMENT DEMOCRATE,496,86109,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,MPF-CPNT-LIBERTAS,NA,NA,NA,36212,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,NPA,NEW ANTICAPITALIST PARTY,NOUVEAU PARTI ANTICAPITALISTE,6684,58630,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,OTHER,NA,NA,NA,2668,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,PDF,NA,NA,NA,12760,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,PS,SOCIALIST PARTY,PARTI SOCIALISTE,1478,214699,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2009,UMP-NC-GM,NA,NA,NA,239223,2878338,1112288,1058061
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,CHOISIR NOTRE EUROPE,NA,NA,NA,132708,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,CITOYENS DU VOTE BLANC,NA,NA,NA,4656,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,DLF,FRANCE ARISE,DEBOUT LA FRANCE,3207,41842,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,EUROPE ECOLOGIE,EUROPE ECOLOGY - THE GREENS,EUROPE ECOLOGIE - LES VERTS,5650,77577,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,FG,LEFT FRONT,FRONT DE GAUCHE,4363,82158,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,LISTE BLEU MARINE,NA,NA,NA,401014,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,LO,WORKERS' STRUGGLE,LUTTE OUVRIERE,617,21538,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,NOUS CITOYENS,NA,NA,NA,19192,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,NOUVELLE DONNE,NA,NA,NA,23258,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,OTHER,NA,NA,NA,32865,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,"POUR LA FRANCE, AGIR EN EUROPE",NA,NA,NA,187545,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2014,UDI-MODEM,UNION OF DEMOCRATS AND INDEPENDENTS,UNION DES DEMOCRATES ET INDEPENDANTS,3229,115817,2878616,1187887,1140170
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,DLF-CNIP,NA,NA,NA,48385,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,ENSEMBLE POUR LE FREXIT,NA,NA,NA,13751,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,ENVIE D'EUROPE ECOLOGIQUE ET SOCIALE,NA,NA,NA,69064,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,EUROPE ECOLOGIE,EUROPE ECOLOGY - THE GREENS,EUROPE ECOLOGIE - LES VERTS,5650,153918,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,457516,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,LA FRANCE INSOUMISE,UNBOWED FRANCE,LA FRANCE INSOUMISE,5858,100252,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,LES EUROPEENS,NA,NA,NA,33821,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,LISTE CITOYENNE DU PRINTEMPS EUROPEEN AVEC BENOIT HAMON SOUTENUE PAR GENERATION.S ET DEME-DIEM 25,NA,NA,NA,37275,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,LO,WORKERS' STRUGGLE,LUTTE OUVRIERE,617,6261,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,LP,LEAGUE OF PATRIOTS,LIGUE DES PATRIOTES,6712,5534,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,OTHER,NA,NA,NA,35862,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,PARTI ANIMALISTE,ANIMALIST PARTY,PARTI ANIMALISTE,7343,35700,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,POUR L'EUROPE DES GENS CONTRE L'EUROPE DE L'ARGENT,NA,NA,NA,42406,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,"RENAISSANCE SOUTENUE PAR LA REPUBLIQUE EN MARCHE, LE MODEM ET SES PARTENAIRES",THE REPUBLIC ONWARDS!,LA REPUBLIQUE EN MARCHE!,5857,249589,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,UNION DE LA DROITE ET DU CENTRE,NA,NA,NA,85487,2876380,1464198,1392578
France,FR,2,FRE1,Nord-Pas de Calais,EP,2019,URGENCE ECOLOGIE,NA,NA,NA,17757,2876380,1464198,1392578
France,FR,2,FRE2,Picardie,EP,1994,AP,NA,NA,NA,16300,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,CPNT,"HUNTING, FISHING, NATURE, TRADITION","CHASSE, PECHE, NATURE, TRADITIONS",1313,37994,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,ECOEU,NA,NA,NA,19115,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,EMPL,NA,NA,NA,4259,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,85653,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,GE,ECOLOGY GENERATION,GENERATION ECOLOGIE,1273,13471,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,LO,WORKERS' STRUGGLE,LUTTE OUVRIERE,617,21571,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,MRG,RADICAL PARTY OF THE LEFT,PARTI RADICAL DE GAUCHE,1783,89850,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,OTHER,NA,NA,NA,92162,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,PCF,FRENCH COMMUNIST PARTY,PARTI COMMUNISTE FRANCAISE,1251,52456,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,PS,SOCIALIST PARTY,PARTI SOCIALISTE,1478,79976,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,SAR,NA,NA,NA,6592,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1994,UDF-RPR,NA,NA,NA,141404,1227501,703251,660803
France,FR,2,FRE2,Picardie,EP,1999,COMEMP,NA,NA,NA,6677,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,CPNT,"HUNTING, FISHING, NATURE, TRADITION","CHASSE, PECHE, NATURE, TRADITIONS",1313,84787,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,47733,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,LO-LCR,REVOLUTIONARY COMMUNIST LEAGUE,LIGUE COMMUNISTE REVOLUTIONNAIRE,1506,37892,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,MEI,NA,NA,NA,8959,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,MIM,NA,NA,NA,10849,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,MN,NA,NA,NA,19472,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,OTHER,NA,NA,NA,6970,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,PCF,FRENCH COMMUNIST PARTY,PARTI COMMUNISTE FRANCAISE,1251,44965,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,PS-MDC-PRG,NA,NA,NA,114452,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,RPR-DL,NA,NA,NA,63068,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,RPRD-MPF,NA,NA,NA,69901,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,UDF,UNION FOR FRENCH DEMOCRACY,UNION POUR LA DEMOCRATIE FRANCAISE,213,41781,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,1999,VEC,NA,NA,NA,42570,1258287,639630,600076
France,FR,2,FRE2,Picardie,EP,2004,CPNT,"HUNTING, FISHING, NATURE, TRADITION","CHASSE, PECHE, NATURE, TRADITIONS",1313,16132,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,76431,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,FRAB,NA,NA,NA,9918,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,LO-LCR,REVOLUTIONARY COMMUNIST LEAGUE,LIGUE COMMUNISTE REVOLUTIONNAIRE,1506,16888,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,MPF,MOVEMENT FOR FRANCE,MOUVEMENT POUR LA FRANCE,364,38427,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,OTHER,NA,NA,NA,18439,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,PCF,FRENCH COMMUNIST PARTY,PARTI COMMUNISTE FRANCAISE,1251,32394,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,PS,SOCIALIST PARTY,PARTI SOCIALISTE,1478,147418,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,RPF,NA,NA,NA,9909,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,UDF,UNION FOR FRENCH DEMOCRACY,UNION POUR LA DEMOCRATIE FRANCAISE,213,65387,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,UMP,UNION FOR A POPULAR MOVEMENT,UNION POUR UN MOUVEMENT POPULAIRE,1595,65443,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2004,VERTS,GREENS,LES VERTS,1108,31628,1283804,547919,528414
France,FR,2,FRE2,Picardie,EP,2009,ALLIANCE ECOLOGISTE INDEPENDANTE,OTHER GREENS,DIVERS ECOLOGISTES,8657,18828,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,DLF,FRANCE ARISE,DEBOUT LA FRANCE,3207,11476,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,EUROPE ECOLOGIE,EUROPE ECOLOGY - THE GREENS,EUROPE ECOLOGIE - LES VERTS,5650,54829,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,FG,LEFT FRONT,FRONT DE GAUCHE,4363,30396,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,63624,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,LO,WORKERS' STRUGGLE,LUTTE OUVRIERE,617,10615,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,MODEM,DEMOCRATIC MOVEMENT,MOUVEMENT DEMOCRATE,496,41656,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,MPF-CPNT-LIBERTAS,NA,NA,NA,24922,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,NPA,NEW ANTICAPITALIST PARTY,NOUVEAU PARTI ANTICAPITALISTE,6684,31175,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,OTHER,NA,NA,NA,1205,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,PDF,NA,NA,NA,8852,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,PS,SOCIALIST PARTY,PARTI SOCIALISTE,1478,83075,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2009,UMP-NC-GM,NA,NA,NA,125446,1331575,533498,506099
France,FR,2,FRE2,Picardie,EP,2014,CHOISIR NOTRE EUROPE,NA,NA,NA,58382,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,DLF,FRANCE ARISE,DEBOUT LA FRANCE,3207,25177,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,EUROPE ECOLOGIE,EUROPE ECOLOGY - THE GREENS,EUROPE ECOLOGIE - LES VERTS,5650,35079,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,FG,LEFT FRONT,FRONT DE GAUCHE,4363,31977,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,LISTE BLEU MARINE,NA,NA,NA,217384,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,LO,WORKERS' STRUGGLE,LUTTE OUVRIERE,617,9085,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,NOUS CITOYENS,NA,NA,NA,8071,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,NOUVELLE DONNE,NA,NA,NA,12190,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,OTHER,NA,NA,NA,13521,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,"POUR LA FRANCE, AGIR EN EUROPE",NA,NA,NA,109949,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2014,UDI-MODEM,UNION OF DEMOCRATS AND INDEPENDENTS,UNION DES DEMOCRATES ET INDEPENDANTS,3229,45198,1342602,591534,566013
France,FR,2,FRE2,Picardie,EP,2019,DLF-CNIP,NA,NA,NA,29242,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,ENSEMBLE POUR LE FREXIT,NA,NA,NA,7112,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,ENVIE D'EUROPE ECOLOGIQUE ET SOCIALE,NA,NA,NA,26937,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,EUROPE ECOLOGIE,EUROPE ECOLOGY - THE GREENS,EUROPE ECOLOGIE - LES VERTS,5650,58573,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,233855,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,LA FRANCE INSOUMISE,UNBOWED FRANCE,LA FRANCE INSOUMISE,5858,45008,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,LES EUROPEENS,NA,NA,NA,16734,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,LISTE CITOYENNE DU PRINTEMPS EUROPEEN AVEC BENOIT HAMON SOUTENUE PAR GENERATION.S ET DEME-DIEM 25,NA,NA,NA,17129,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,LP,LEAGUE OF PATRIOTS,LIGUE DES PATRIOTES,6712,1862,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,OTHER,NA,NA,NA,19494,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,PARTI ANIMALISTE,ANIMALIST PARTY,PARTI ANIMALISTE,7343,18787,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,POUR L'EUROPE DES GENS CONTRE L'EUROPE DE L'ARGENT,NA,NA,NA,14882,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,"RENAISSANCE SOUTENUE PAR LA REPUBLIQUE EN MARCHE, LE MODEM ET SES PARTENAIRES",THE REPUBLIC ONWARDS!,LA REPUBLIQUE EN MARCHE!,5857,120241,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,UNION DE LA DROITE ET DU CENTRE,NA,NA,NA,49011,1333224,703439,668184
France,FR,2,FRE2,Picardie,EP,2019,URGENCE ECOLOGIE,NA,NA,NA,9317,1333224,703439,668184
France,FR,2,FRF1,Alsace,EP,1994,AP,NA,NA,NA,10689,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,CPNT,"HUNTING, FISHING, NATURE, TRADITION","CHASSE, PECHE, NATURE, TRADITIONS",1313,7378,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,ECOEU,NA,NA,NA,27646,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,EMPL,NA,NA,NA,5582,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,73326,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,GE,ECOLOGY GENERATION,GENERATION ECOLOGIE,1273,13422,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,LO,WORKERS' STRUGGLE,LUTTE OUVRIERE,617,12429,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,MRG,RADICAL PARTY OF THE LEFT,PARTI RADICAL DE GAUCHE,1783,41573,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,OTHER,NA,NA,NA,71359,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,PCF,FRENCH COMMUNIST PARTY,PARTI COMMUNISTE FRANCAISE,1251,10055,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,PS,SOCIALIST PARTY,PARTI SOCIALISTE,1478,80145,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,SAR,NA,NA,NA,10944,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1994,UDF-RPR,NA,NA,NA,157194,1092336,557493,521742
France,FR,2,FRF1,Alsace,EP,1999,COMEMP,NA,NA,NA,4412,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,CPNT,"HUNTING, FISHING, NATURE, TRADITION","CHASSE, PECHE, NATURE, TRADITIONS",1313,6962,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,38287,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,LO-LCR,REVOLUTIONARY COMMUNIST LEAGUE,LIGUE COMMUNISTE REVOLUTIONNAIRE,1506,21681,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,MEI,NA,NA,NA,18158,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,MIM,NA,NA,NA,10922,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,MN,NA,NA,NA,20526,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,OTHER,NA,NA,NA,5820,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,PCF,FRENCH COMMUNIST PARTY,PARTI COMMUNISTE FRANCAISE,1251,9862,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,PS-MDC-PRG,NA,NA,NA,78163,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,RPR-DL,NA,NA,NA,65571,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,RPRD-MPF,NA,NA,NA,46803,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,UDF,UNION FOR FRENCH DEMOCRACY,UNION POUR LA DEMOCRATIE FRANCAISE,213,68392,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,1999,VEC,NA,NA,NA,54618,1132590,483616,450177
France,FR,2,FRF1,Alsace,EP,2004,CPNT,"HUNTING, FISHING, NATURE, TRADITION","CHASSE, PECHE, NATURE, TRADITIONS",1313,0,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,58658,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,FRAB,NA,NA,NA,8821,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,LO-LCR,REVOLUTIONARY COMMUNIST LEAGUE,LIGUE COMMUNISTE REVOLUTIONNAIRE,1506,8049,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,MPF,MOVEMENT FOR FRANCE,MOUVEMENT POUR LA FRANCE,364,19324,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,OTHER,NA,NA,NA,42613,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,PCF,FRENCH COMMUNIST PARTY,PARTI COMMUNISTE FRANCAISE,1251,5048,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,PS,SOCIALIST PARTY,PARTI SOCIALISTE,1478,94027,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,RPF,NA,NA,NA,9022,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,UDF,UNION FOR FRENCH DEMOCRACY,UNION POUR LA DEMOCRATIE FRANCAISE,213,66165,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,UMP,UNION FOR A POPULAR MOVEMENT,UNION POUR UN MOUVEMENT POPULAIRE,1595,93929,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2004,VERTS,GREENS,LES VERTS,1108,37173,1180919,457408,442829
France,FR,2,FRF1,Alsace,EP,2009,ALLIANCE ECOLOGISTE INDEPENDANTE,OTHER GREENS,DIVERS ECOLOGISTES,8657,27339,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,DLF,FRANCE ARISE,DEBOUT LA FRANCE,3207,7582,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,EUROPE ECOLOGIE,EUROPE ECOLOGY - THE GREENS,EUROPE ECOLOGIE - LES VERTS,5650,78829,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,FG,LEFT FRONT,FRONT DE GAUCHE,4363,7464,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,FN,"NATIONAL FRONT / NATIONAL RALLY",FRONT NATIONAL / RASSEMBLEMENT NATIONAL,433,37868,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,LO,WORKERS' STRUGGLE,LUTTE OUVRIERE,617,5291,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,MODEM,DEMOCRATIC MOVEMENT,MOUVEMENT DEMOCRATE,496,45675,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,MPF-CPNT-LIBERTAS,NA,NA,NA,14408,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,NPA,NEW ANTICAPITALIST PARTY,NOUVEAU PARTI ANTICAPITALISTE,6684,19016,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,OTHER,NA,NA,NA,3677,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,PS,SOCIALIST PARTY,PARTI SOCIALISTE,1478,68374,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2009,UMP-NC-GM,NA,NA,NA,151539,1253718,492048,467062
France,FR,2,FRF1,Alsace,EP,2014,ALLIANCE ECOLOGISTE INDEPENDANTE,OTHER GREENS,DIVERS ECOLOGISTES,8657,14757,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,CHOISIR NOTRE EUROPE,NA,NA,NA,60912,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,CITOYENS DU VOTE BLANC,NA,NA,NA,3662,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,DLF,FRANCE ARISE,DEBOUT LA FRANCE,3207,18738,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,EUROPE ECOLOGIE,EUROPE ECOLOGY - THE GREENS,EUROPE ECOLOGIE - LES VERTS,5650,43741,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,FG,LEFT FRONT,FRONT DE GAUCHE,4363,14943,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,LISTE BLEU MARINE,NA,NA,NA,141397,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,LO,WORKERS' STRUGGLE,LUTTE OUVRIERE,617,5153,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,NOUS CITOYENS,NA,NA,NA,8323,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,NOUVELLE DONNE,NA,NA,NA,12897,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,OTHER,NA,NA,NA,13715,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,"POUR LA FRANCE, AGIR EN EUROPE",NA,NA,NA,126200,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2014,UDI-MODEM,UNION OF DEMOCRATS AND INDEPENDENTS,UNION DES DEMOCRATES ET INDEPENDANTS,3229,55152,1286247,539596,519590
France,FR,2,FRF1,Alsace,EP,2019,DLF-CNIP,NA,NA,NA,30926,1298631,657341,626971
France,FR,2,FRF1,Alsace,EP,2019,ENSEMBLE POUR LE FREXIT,NA,NA,NA,8110,1298631,657341,626971
